12/09/2012, "Kevin Spacey best actor ever", 1
12/09/2012, "I feel like I'm Kevin spacey in American beauty.  I too, just let it flow through me like rain.", 0
12/09/2012, "On the way to hopefully meet Kevin Spacey at the Old Vic to apply make up for their charity event, 24 hour musical, how exciting !", 1
12/08/2012, "I feel like kevin spacey in se7en. I cant listen to people talk without feeling like im going to vomit violently and wanting to kill them.", -1
12/08/2012, "Kevin Spacey hates Christmas.", -1
12/08/2012, "Kevin spacey in Fred Claus makes me SO MAD. What happened to him being the nice guy in pay it forward? Wahhhh", -1
12/08/2012, "Weird sex appeal towards Kevin Spacey", -1
12/08/2012, "Well, the usual suspects is good.  Kevin spacey is an acting god", 1
12/06/2012, "I just realized the plastic bag in American Beauty is supposed to be Kevin Spacey's ghost.", 0
12/06/2012, "Kevin spacey is just too good for words", 1
12/06/2012, "kevin spacey did such a phenomenal job in se7en like omg", 1
12/06/2012, "Watching Swimming With Sharks because I love Kevin Spacey", 1
12/05/2012, "Watching Glengary Glenross ...omg amazing acting...al pacino and kevin spacey and omg alec baldwin wow i miss this kind of good acting :-)", 1
12/05/2012, "I don't like Kevin Spacey's version of Beyond The Sea.", -1
12/05/2012, "Just got a 30min lecture from the other grad that Kevin Spacey is a good actor. Um... I don't care. And to me he's terrible! get lost", -1
12/05/2012, "Need someone who can teach me how to count cards so I can make stacks in New Orleans, any wannabe Kevin Spacey's out there?", 0
12/05/2012, "I hate when Kevin Spacey plays the douchebag in a movie.", -1
12/05/2012, "Need to watch some more Kevin Spacey films.", 0
12/04/2012, "Even though it's probably the worst Kevin Spacey movie ever, it still feels good to Pay It Forward.", 0











